A,B,C,D,E,F,G,H,I,J,K,L
1238,PARTACHASGRA                                      ,PAR TACHAS GRANDES                      ,45292,UND ,COP,52706,0,0,0,0,
1239,PASININM0808427                                   ,PA 8.9 CM X 8.9 CM X 427 CM             ,45292,UND ,COP,179504,0,0,0,0,
1240,PASININM1425366                                   ,PA 14 CM X 2.5 CM X 366 CM              ,45292,UND ,COP,36449,0,0,0,0,
1241,PASININM1425427                                   ,PA 14 CM X 2.5 CM X 427 CM              ,45292,UND ,COP,47000,0,0,0,0,
1242,PASININM1427366                                   ,PA 14 CM X 2.7 CM X 366 CM              ,45292,UND ,COP,39364,0,0,0,0,
1243,PASININM1427427                                   ,PA 14 CM X 2.7 CM X 427 CM              ,45292,UND ,COP,45925,0,0,0,0,
1244,PASININM1427488                                   ,PA 14 CM X 2.7 CM X 488 CM              ,45292,UND ,COP,52487,0,0,0,0,
1245,PASININM1428306                                   ,PA 14 CM X 2.7 CM X 306 CM              ,45292,UND ,COP,32911,0,0,0,0,
1246,PASININM1438306                                   ,PA 14 CM X 3.8 CM X 306 CM              ,45292,UND ,COP,49228,0,0,0,0,
1247,PASININM1438427                                   ,PA 14 CM X 3.8 CM X 427 CM              ,45292,UND ,COP,68694,0,0,0,0,
1248,PASININM1438488                                   ,PA 14 CM X 3.8 CM X 488 CM              ,45292,UND ,COP,95378,0,0,0,0,
1249,PASININM1438549                                   ,PA 14 CM X 3.8 CM X 549 CM              ,45292,UND ,COP,88646,0,0,0,0,
1250,PASININM1838366                                   ,PA 18.4 CM X 3.8 CM X 366 CM            ,45292,UND ,COP,77386,0,0,0,0,
1251,PASININM1838427                                   ,PA 18.4 CM X 3.8 CM X 427 CM            ,45292,UND ,COP,111960,0,0,0,0,
1252,PASININM1838488                                   ,PA 18.4 CM X 3.8 CM X 488 CM            ,45292,UND ,COP,127954,0,0,0,0,
1253,PASININM1838610                                   ,PA 18.4 CM X 3.8 CM X 610 CM            ,45292,UND ,COP,159942,0,0,0,0,
1254,PASININM1889488                                   ,PA 18.4 CM X 8.9 CM X 488 CM            ,45292,UND ,COP,386073,0,0,0,0,
1255,PASININM1889610                                   ,PA 18.4 CM X 8.9 CM X 610 CM            ,45292,UND ,COP,482591,0,0,0,0,
1256,PASININM2819306                                   ,PA 28.6 CM X 1.9 CM X 306 CM            ,45292,UND ,COP,77598,0,0,0,0,
1257,PASININM2819366                                   ,PA 28.6 CM X 1.9 CM X 366 CM            ,45292,UND ,COP,92815,0,0,0,0,
1258,PASININM2819488                                   ,PA 28.6 CM X 1.9 CM X 488 CM            ,45292,UND ,COP,115000,0,0,0,0,
1259,PASININM2838427                                   ,PA 28.6 CM X 3.8 CM X 427 CM            ,45292,UND ,COP,221226,0,0,0,0,
1260,PASININM3814366                                   ,PA 14 CM X 3.8 CM X 366 CM              ,45292,UND ,COP,58881,0,0,0,0,
1261,PASININM8938366                                   ,PA 8.9 CM X 3.8 CM X 366 CM             ,45292,UND ,COP,37431,0,0,0,0,
1262,PCAVIRUTAPIN                                      ,PACA DE VIRUTA,45292,PACA,COP,12800,0,0,0,0,
1263,PINOAIN00808427                                   ,PINO A 8.9 CM X 8.9 CM X 427 CM         ,45292,UND ,COP,137234,0,0,0,0,
1264,PINOAIN01425427                                   ,PINO A 14 CM X 2.5 CM X 427 CM          ,45292,UND ,COP,52359,0,0,0,0,
1265,PINOAIN01427306                                   ,PINO A 14 CM X 2.7 CM X 306 CM          ,45292,UND ,COP,33861,0,0,0,0,
1266,PINOAIN01427366                                   ,PINO A 14 CM X 2.7 CM X 366 CM          ,45292,UND ,COP,42633,0,0,0,0,
1267,PINOAIN01427427                                   ,PINO A 14 CM X 2.7 CM X 427 CM          ,45292,UND ,COP,49739,0,0,0,0,
1268,PINOAIN01427488                                   ,PINO A 14 CM X 2.7 CM X 488 CM          ,45292,UND ,COP,56845,0,0,0,0,
1269,PINOAIN01438306                                   ,PINO A 14 CM X 3.8 CM X 306 CM          ,45292,UND ,COP,51924,0,0,0,0,
1270,PINOAIN01438366                                   ,PINO A 14 CM X 3.8 CM X 366 CM          ,45292,UND ,COP,62105,0,0,0,0,
1271,PINOAIN01438400                                   ,PINO A 14 CM X 3.8 CM X 400 CM          ,45292,UND ,COP,104027,0,0,0,0,
1272,PINOAIN01438427                                   ,PINO A 14 CM X 3.8 CM X 427 CM          ,45292,UND ,COP,88006,0,0,0,0,
1273,PINOAIN01438488                                   ,PINO A 14 CM X 3.8 CM X 488 CM          ,45292,UND ,COP,113727,0,0,0,0,
1274,PINOAIN01438549                                   ,PINO A 14 CM X 3.8 CM X 549 CM          ,45292,UND ,COP,113726,0,0,0,0,
1275,PINOAIN01489488                                   ,PINO A 14 CM X 8.9 CM X 488 CM          ,45292,UND ,COP,308390,0,0,0,0,
1276,PINOAIN08938366                                   ,PINO A 8.9 CM X 3.8 CM X 366 CM         ,45292,UND ,COP,39481,0,0,0,0,
1277,PINOAIN18438306                                   ,PINO A 18.4 CM X 3.8 CM X 306 CM        ,45292,UND ,COP,68243,0,0,0,0,
1278,PINOAIN18438366                                   ,PINO A 18.4 CM X 3.8 CM X 366 CM        ,45292,UND ,COP,81624,0,0,0,0,
1279,PINOAIN18438427                                   ,PINO A 18.4 CM X 3.8 CM X 427 CM        ,45292,UND ,COP,115700,0,0,0,0,
1280,PINOAIN18438488                                   ,PINO A 18.4 CM X 3.8 CM X 488 CM        ,45292,UND ,COP,132229,0,0,0,0,
1281,PINOAIN18438610                                   ,PINO A 18.4 CM X 3.8 CM X 610 CM        ,45292,UND ,COP,169325,0,0,0,0,
1282,PINOAIN18463610                                   ,PINO A 18.4 CM X 6.3 CM X 610 CM        ,45292,UND ,COP,345668,0,0,0,0,
1283,PINOAIN18489488                                   ,PINO A 18.4 CM X 8.9 CM X 488 CM        ,45292,UND ,COP,294493,0,0,0,0,
1284,PINOAIN18489610                                   ,PINO A 18.4 CM X 8.9 CM X 610 CM        ,45292,UND ,COP,368116,0,0,0,0,
1285,PINOAIN23519488                                   ,PINO A 23.5 CM X 1.9 CM X 488 CM        ,45292,UND ,COP,88409,0,0,0,0,
1286,PINOAIN28638427                                   ,PINO A 28.6 CM X 3.8 CM X 427 CM        ,45292,UND ,COP,235364,0,0,0,0,
1287,PINOAINM1425366                                   ,PINO A 14 CM X 2.5 CM X 366 CM          ,45292,UND ,COP,39476,0,0,0,0,
1288,PINOAINM18489427                                  ,PINO A 18.4 CM X 8.9 CM X 427 CM,45292,UND ,COP,357891,0,0,0,0,
1289,PINTASI2319488                                    ,PINO TADEA SIN TRATAR 23 CM X 1.9 CM X 4,45292,UND ,COP,69361,0,0,0,0,
1290,PLBCEXT9122244                                    ,PLY BC EXT 9 MM X 122 CM X 244 CM       ,45292,UND ,COP,126759,0,0,0,0,
1291,PLINMBCEXT9122244                                 ,PLY INM BC EXT 9 MM X 122 CM X 244 CM   ,45292,UND ,COP,73670,0,0,0,0,
1292,PLINMBCWB18122244                                 ,PLY INM BC WBP 18 MM X 122 CM X 244 CM  ,45292,UND ,COP,138224,0,0,0,0,
1293,PREFCONCRETO                                      ,PREFABRICADO CONCRETO,45292,UND ,COP,51000,0,0,0,0,
1295,PROCOLCAO025                                      ,PROFILAN CAOBA 2.5 LTS                  ,45292,UND ,COP,150261,0,0,0,0,
1296,PROCOLTAO005                                      ,PROFILAN TEOMA ABETO DOUGLAS 5 LTS      ,45292,UND ,COP,277875,0,0,0,0,
1297,PROCOLTAO025                                      ,PROFILAN TEOMA ABETO DOUGLAS 2.5 LTS    ,45292,UND ,COP,150261,0,0,0,0,
1298,PROCOLTAO075                                      ,PROFILAN TEOMA ABETO DOUGLAS 0.75 LTS   ,45292,UND ,COP,51011,0,0,0,0,
1299,PROCOLTCO025                                      ,PROFILAN TECA 2.5 LTS                   ,45292,UND ,COP,150261,0,0,0,0,
1300,PROCOLTCO075                                      ,PROFILAN TECA 0.75 LTS                  ,45292,UND ,COP,51011,0,0,0,0,
1301,PROCOLTTO075                                      ,PROFILAN TEOMA TECA 0.75 LTS            ,45292,UND ,COP,51011,0,0,0,0,
1302,PROCOLVRO025                                      ,PROFILAN VERDE 2.5 LTS                  ,45292,UND ,COP,150261,0,0,0,0,
1303,PROCOLVRO075                                      ,PROFILAN VERDE 0.75 LTS                 ,45292,UND ,COP,51011,0,0,0,0,
1304,PROTCAOBA                                         ,PROTECTOR CAOBA GL                      ,45292,UND ,COP,185714,0,0,0,0,
1305,PROTCAOBA1/4GL                                    ,PROTECTOR CAOBA 1/4 GL,45292,UND ,COP,51681,0,0,0,0,
1306,PROTCASTA                                         ,PROTECTOR CASTAÑO GL                    ,45292,UND ,COP,185714,0,0,0,0,
1307,PROTCASTANO1/4GL                                  ,PROTECTOR CASTANO 1/4 GL,45292,UND ,COP,51681,0,0,0,0,
1308,PROTECTNEGROGL                                    ,PROTECTOR NEGRO GL                      ,45292,UND ,COP,185714,0,0,0,0,
1309,PROTINCOLOGL                                      ,PROTECTOR INCOLORO GL                   ,45292,UND ,COP,185714,0,0,0,0,
1310,PROTINCOLORO1/4GL                                 ,PROTECTOR INCOLORO 1/4 GL,45292,UND ,COP,51681,0,0,0,0,
1311,PROTMIELDORA                                      ,PROTECTOR MIEL DORADO GL                ,45292,UND ,COP,185714,0,0,0,0,
1312,PROTMIELDORA1/4GL                                 ,PROTECTOR MIEL DORADO 1/4 GL,45292,UND ,COP,51681,0,0,0,0,
1313,PROTNEGRO1/4GL                                    ,PROTECTOR NEGRO 1/4 GL,45292,UND ,COP,51681,0,0,0,0,
1314,PROTNOGALCLARO                                    ,PROTECTOR NOGAL CLARO GL                ,45292,UND ,COP,185714,0,0,0,0,
1315,PROTNOGALOSC                                      ,PROTECTOR NOGAL OSCURO GL               ,45292,UND ,COP,185714,0,0,0,0,
1316,PROTNOGALOSCURO1/4GL                              ,PROTECTOR NOGAL OSCURO 1/4 GL,45292,UND ,COP,51681,0,0,0,0,
1317,PROTVERDE1/4GL                                    ,PROTECTOR VERDE 1/4 GL,45292,UND ,COP,51681,0,0,0,0,
1318,PROTWOODVERDE                                     ,PROTECTOR WOOD VERDE GL                 ,45292,UND ,COP,185714,0,0,0,0,
1319,PUNTORSEN002                                      ,"PUNTA TORNILLO SENCO 2""",45292,UND ,COP,43500,0,0,0,0,
1320,R28INMUPENTOX900ML                                ,INMUNIZANTE PENTOX X 900 ml             ,45292,UND ,COP,12521,0,0,0,0,
1321,R53TUBG3/4X1                                      ,TUBO GALV 3/4 X 1 MT                    ,45292,UND ,COP,22706,0,0,0,0,
1322,RASCHOIB                                          ,RASTRA CHOIBA M2                        ,45292,UND ,COP,74400,0,0,0,0,
1323,RASTCEDRO                                         ,RASTRA CEDRO                            ,45292,UND ,COP,240001,0,0,0,0,
1324,RASTCIPR                                          ,RASTRA CIPRESS M                        ,45292,UND ,COP,13950,0,0,0,0,
1325,RASTPATU                                          ,RASTRA PATULA,45292,UND ,COP,82372,0,0,0,0,
1326,RASTZAPA                                          ,RASTRA ZAPAN M                          ,45292,UND ,COP,37144,0,0,0,0,
1327,TABLACK12218244                                   ,TABLERO POPLAR BLACK FILM 122CM X 1.8CM ,45292,UND ,COP,151184,0,0,0,0,
1328,TABPAT15122244                                    ,TABLERO LAM PATULA GR 1.5 CM X 122 CM X ,45292,UND ,COP,241647,0,0,0,0,
1329,TABPAT18122244                                    ,TABLERO LAM PATULA GR 1.8 CM X 122 CM X ,45292,UND ,COP,265566,0,0,0,0,
1330,TABPNA12215244                                    ,TABLERO LAM PINO AMARILLO 1.5 CM X 122 C,45292,UND ,COP,286524,0,0,0,0,
1331,TABPNA18122244                                    ,TABLERO LAM PINO AMARILLO 1.8 CM X 122 C,45292,UND ,COP,328819,0,0,0,0,
1332,TABROB15122244                                    ,TABLERO LAM ROBLE GR 1.5 CM X 122 CM X 2,45292,UND ,COP,367771,0,0,0,0,
1333,TABROB18122244                                    ,TABLERO LAM ROBLE GR 1.8 CM X 122 CM X 2,45292,UND ,COP,434997,0,0,0,0,
1334,TABTEKA15122244                                   ,TABLERO LAM TEKA GR 1.5 CM X 122 CM X 24,45292,UND ,COP,405513,0,0,0,0,
1335,TACHASPEQUEÑAS                                    ,PAR TACHAS PEQUEÑAS                     ,45292,UND ,COP,18118,0,0,0,0,
1336,TBOGALPA066                                       ,TUBO GALV. 3/4 X 0.66 PASAMANOS         ,45292,UND ,COP,15412,0,0,0,0,
1337,TBSTCA6100                                        ,TBS TORNILLO CABEZA ANCHA 6X100 UND,45292,UND ,COP,747,0,0,0,0,
1338,TBSTCA6120                                        ,TBS TORNILLO CABEZA ANCHA 6X120 UND,45292,UND ,COP,864,0,0,0,0,
1339,TBSTCA6140                                        ,TBS TORNILLO CABEZA ANCHA 6X140 UND,45292,UND ,COP,1200,0,0,0,0,
1340,TBSTCA6160                                        ,TBS TORNILLO CABEZA ANCHA 6 X 160,45292,UND ,COP,1542,0,0,0,0,
1341,TBSTCA8180                                        ,TBS TORNILLO CABEZA ANCHA 8X180 UND,45292,UND ,COP,1418,0,0,0,0,
1342,TEJAONDUCRIST                                     ,TEJA ONDULINE CRISTAL                   ,45292,UND ,COP,57949,0,0,0,0,
1343,TEJATECHOROJ2095                                  ,TEJA TECHOLINE ROJA 2 X 0.95            ,45292,UND ,COP,66941,0,0,0,0,
1344,TEJATECHOVER2095                                  ,TEJA TECHOLINE VERDE 2 X 0.95           ,45292,UND ,COP,68235,0,0,0,0,
1345,TELACORAL20MTS                                    ,TELA ASFALTICA CORAL MAGITEL X 20 MTS   ,45292,UND ,COP,55011,0,0,0,0,
1346,TELMAXIFIBRA20                                    ,TELA ASFALTICA MAXI-FIBRA X 20 MTS      ,45292,UND ,COP,109181,0,0,0,0,
1347,TELMAXIFRA20MT                                    ,TELA ASFALTICA CORAL MAXIFRA X 20 MTS   ,45292,UND ,COP,52169,0,0,0,0,
1348,TORHB0460200                                      ,TORNILLO ROTHOBLAAS 5 X 60 100 UND      ,45292,UND ,COP,12651,0,0,0,0,
1349,TORHB0570100                                      ,TORNILLO ROTHOBLAAS 5 X 70 100 UND      ,45292,UND ,COP,18637,0,0,0,0,
1350,TORHB0580100                                      ,TORNILLO ROTHOBLAAS 5 X 80 100 UND      ,45292,UND ,COP,22037,0,0,0,0,
1351,TORHB3550200                                      ,TORNILLO ROTHOBLAAS 3.5 X 50 200 UND    ,45292,UND ,COP,17955,0,0,0,0,
1352,TORHBM75120                                       ,TORNILLO ROTHOBLAAS ATORNILL 7.5 X 120  ,45292,UND ,COP,1997,0,0,0,0,
1353,TORNI001200                                       ,"TORNILLO 1"" X 200 UND                   ",45292,UND ,COP,5985,0,0,0,0,
1354,TORNI002150                                       ,"TORNILLO 2"" X 150 UND                   ",45292,UND ,COP,12353,0,0,0,0,
1355,TORNI003080                                       ,"TORNILLO 3"" X 80 UND                    ",45292,UND ,COP,8040,0,0,0,0,
1356,TORNI008003                                       ,TORNILLO ACERO SENCO 8X3 POR 1000 UND   ,45292,UND ,COP,246247,0,0,0,0,
1357,TORNI112200                                       ,"TORNILLO 1"" 1/2 X 200 UND",45292,UND ,COP,8824,0,0,0,0,
1358,TORNI114200                                       ,"TORNILLO 1""1/4 X 200                    ",45292,UND ,COP,7617,0,0,0,0,
1359,TORNI212120                                       ,"TORNILLO 2"" 1/2 X 120 UND               ",45292,UND ,COP,11294,0,0,0,0,
1360,TORNI516200                                       ,"TORNILLO 5/16 X 2""                      ",45292,UND ,COP,240,0,0,0,0,
1361,TORNICP3803                                       ,"TORNILLO CABEZA PARAGUAS 3/8 X 3""       ",45292,UND ,COP,865,0,0,0,0,
1362,TORNICP38212                                      ,TORNILLO CABEZA PARAGUAS 3/8 X 2 1/2    ,45292,UND ,COP,750,0,0,0,0,
1363,TORNICP3840                                       ,"TORNILLO CABEZA PARAGUAS 3/8 X 4""       ",45292,UND ,COP,1101,0,0,0,0,
1364,TORNICP3850                                       ,"TORNILLO CABEZA PARAGUAS 3/8 X 5""",45292,UND ,COP,881,0,0,0,0,
1365,TORNICP3860                                       ,"TORNILLO CABEZA PARAGUAS 3/8 X 6""",45292,UND ,COP,1505,0,0,0,0,
1366,TORNICP3870                                       ,"TORNILLO CABEZA PARAGUAS 3/8 X 7""       ",45292,UND ,COP,1820,0,0,0,0,
1367,TORNICP3880                                       ,"TORNILLO CABEZA PARAGUAS 3/8 X 8""       ",45292,UND ,COP,1824,0,0,0,0,
1368,TORNILLOTROJO                                     ,TORNILLO ROJO PARA TEJA                 ,45292,UND ,COP,46353,0,0,0,0,
1369,TORNILLOVERDE                                     ,TORNILLO VERDE PARA TEJA                ,45292,UND ,COP,46353,0,0,0,0,
1370,TORSENCO8002                                      ,"TORNILLO SENCO 2""",45292,UND ,COP,248470,0,0,0,0,
1371,TORSENCO8003                                      ,"TORNILLO SENCO 3""                       ",45292,UND ,COP,249000,0,0,0,0,
1372,TORSENCO8112                                      ,"TORNILLO SENCO 1"" 1/2",45292,UND ,COP,146600,0,0,0,0,
1373,TORSENCO8134                                      ,"TORNILLO SENCO 1"" 3/4                   ",45292,UND ,COP,176906,0,0,0,0,
1374,TORSENCO8212                                      ,"TORNILLO SENCO 2"" 1/2",45292,UND ,COP,326823,0,0,0,0,
1375,TRAPECIO                                          ,TRAPECIO HERRAJE SENCILLO               ,45292,UND ,COP,76470,0,0,0,0,
1376,TUBTUN120EBC                                      ,TUBO TUNEL EN FV 1.20 MT EBC            ,45292,UND ,COP,411764,0,0,0,0,
1377,TUBTUN170EBC                                      ,TUBO TUNEL EN FV 1.70 MT EBC            ,45292,UND ,COP,529450,0,0,0,0,
1378,TUERCA3/8HEX                                      ,TUERCA 3/8 HEX ROZ                      ,45292,UND ,COP,141,0,0,0,0,
1379,TUERCAD5/16                                       ,TUERCA DE 5/16                          ,45292,UND ,COP,51,0,0,0,0,
1380,TUERCADE1/2                                       ,TUERCA DE 1/2                           ,45292,UND ,COP,429,0,0,0,0,
1381,TUERCADE1/4                                       ,TUERCA DE 1/4                           ,45292,UND ,COP,34,0,0,0,0,
1382,TUERCADE3/8                                       ,TUERCA DE 3/8                           ,45292,UND ,COP,141,0,0,0,0,
1383,TUNFIBVIR120                                      ,TUBO TUNEL EN FIBRA DE VIDRIO DE 1.20 MT,45292,UND ,COP,450588,0,0,0,0,
1384,TUNFIBVIR180                                      ,TUBO TUNEL EN FIBRA DE VIDRIO DE 1.80 MT,45292,UND ,COP,669412,0,0,0,0,
1385,VALLROSC1/2                                       ,VARILLA ROSCADA DE 1/2                  ,45292,UND ,COP,9294,0,0,0,0,
1386,VALLROSC3/8                                       ,VARILLA ROSCADA DE 3/8                  ,45292,UND ,COP,4081,0,0,0,0,
1387,VIGAKVH02010290                                   ,VIGA KVH 20 CM X 10 CM X 290 CM         ,45292,UND ,COP,374054,0,0,0,0,
1388,VIGAKVH02410190                                   ,VIGA KVH 24 CM X 10 CM X 190 CM         ,45292,UND ,COP,294083,0,0,0,0,
1389,VIGAKVH02410290                                   ,VIGA KVH 24 CM X 10 CM X 290 CM         ,45292,UND ,COP,448864,0,0,0,0,
1390,VIGAKVH08060290                                   ,VIGA KVH 8 CM X 6 CM X 290 CM           ,45292,UND ,COP,87880,0,0,0,0,
1391,VIGAKVH08060390                                   ,VIGA KVH 8 CM X 6 CM X 390 CM           ,45292,UND ,COP,118183,0,0,0,0,
1392,VIGAKVH08060490                                   ,VIGA KVH 8 CM X 6 CM X 490 CM           ,45292,UND ,COP,181545,0,0,0,0,
1393,VIGAKVH08060590                                   ,VIGA KVH 8 CM X 6 CM X 590 CM           ,45292,UND ,COP,178789,0,0,0,0,
1394,VIGAKVH08060790                                   ,VIGA KVH 8 CM X 6 CM X 790 CM           ,45292,UND ,COP,239396,0,0,0,0,
1395,VIGAKVH08061190                                   ,VIGA KVH 8 CM X 6 CM X 1190 CM          ,45292,UND ,COP,360608,0,0,0,0,
1396,VIGAKVH10060390                                   ,VIGA KVH 10 CM X 6 CM X 390 CM          ,45292,UND ,COP,147728,0,0,0,0,
1397,VIGAKVH10060490                                   ,VIGA KVH 10 CM X 6 CM X 490 CM          ,45292,UND ,COP,208335,0,0,0,0,
1398,VIGAKVH10060690                                   ,VIGA KVH 10 CM X 6 CM X 690 CM          ,45292,UND ,COP,261366,0,0,0,0,
1399,VIGAKVH10061190                                   ,VIGA KVH 10 CM X 6 CM X 1190 CM         ,45292,UND ,COP,464100,0,0,0,0,
1400,VIGAKVH12061190                                   ,VIGA KVH 12 CM X 6 CM X 1190 CM         ,45292,UND ,COP,540914,0,0,0,0,
1401,VIGAKVH1206390                                    ,VIGA KVH 12 CM X 6 CM X 390 CM          ,45292,UND ,COP,177274,0,0,0,0,
1402,VIGAKVH14080390                                   ,VIGA KVH 14 CM X 8 CM X 390 CM          ,45292,UND ,COP,275759,0,0,0,0,
1403,VIGAKVH14080490                                   ,VIGA KVH 14 CM X 8 CM X 490 CM          ,45292,UND ,COP,388891,0,0,0,0,
1404,VIGAKVH14080690                                   ,VIGA KVH 14 CM X 8 CM X 690 CM          ,45292,UND ,COP,487882,0,0,0,0,
1405,VIGAKVH14080790                                   ,VIGA KVH 14 CM X 8 CM X 790 CM          ,45292,UND ,COP,558589,0,0,0,0,
1406,VIGAKVH14080890                                   ,VIGA KVH 14 CM X 8 CM X 890 CM          ,45292,UND ,COP,692934,0,0,0,0,
1407,VIGAKVH14081190                                   ,VIGA KVH 14 CM X 8 CM X 1190 CM         ,45292,UND ,COP,841421,0,0,0,0,
1408,VIGAKVH18080190                                   ,VIGA KVH 18 CM X 8 CM X 190 CM          ,45292,UND ,COP,176443,0,0,0,0,
1409,VIGAKVH18080290                                   ,VIGA KVH 18 CM X 8 CM X 290 CM          ,45292,UND ,COP,269308,0,0,0,0,
1410,VIGAKVH20080290                                   ,VIGA KVH 20 CM X 8 CM X 290 CM          ,45292,UND ,COP,299243,0,0,0,0,
1411,VIGAKVH20080600                                   ,VIGA KVH 20 CM X 8 CM X 600 CM          ,45292,UND ,COP,661162,0,0,0,0,
1413,VIGAKVH20081190                                   ,VIGA KVH 20 CM X 8 CM X 1190 CM         ,45292,UND ,COP,1227928,0,0,0,0,
1414,VIGAKVH2008190                                    ,VIGA KVH 20 CM X 8 CM X 190 CM          ,45292,UND ,COP,196056,0,0,0,0,
1416,VIGAKVHIMP02010290                                ,VIGA KVH IMPREGNADA 20 CM X 10 CM X 290 ,45292,UND ,COP,232000,0,0,0,0,
1417,VIGAKVHIMP02410390                                ,VIGA KVH IMPREGNADA 24 CM X 10 CM X 390 ,45292,UND ,COP,687178,0,0,0,0,
1418,VIGAKVHIMP02410590                                ,VIGA KVH IMPREGNADA 24 CM X 10 CM X 590 ,45292,UND ,COP,1039576,0,0,0,0,
1419,VIGAKVHIMP08060390                                ,VIGA KVH IMPREGNADA 8 CM X 6 CM X 390 CM,45292,UND ,COP,117487,0,0,0,0,
1420,VIGAKVHIMP08060490                                ,VIGA KVH IMPREGNADA 8 CM X 6 CM X 490 CM,45292,UND ,COP,157472,0,0,0,0,
1421,VIGAKVHIMP08060590                                ,VIGA KVH IMPREGNADA 8 CM X 6 CM X 590 CM,45292,UND ,COP,167226,0,0,0,0,
1422,VIGAKVHIMP08060690                                ,VIGA KVH IMPREGNADA 8 CM X 6 CM X 690 CM,45292,UND ,COP,207861,0,0,0,0,
1423,VIGAKVHIMP08061190                                ,VIGA KVH IMPREGNADA 8 CM X 6 CM X 1190 C,45292,UND ,COP,384409,0,0,0,0,
1424,VIGAKVHIMP10060490                                ,VIGA KVH IMPREGNADA 10 CM X 6 CM X 490 C,45292,UND ,COP,196839,0,0,0,0,
1425,VIGAKVHIMP10061190                                ,VIGA KVH IMPREGNADA 10 CM X 6 CM X 1190 ,45292,UND ,COP,480510,0,0,0,0,
1426,VIGAKVHIMP14080190                                ,VIGA KVH IMPREGNADA 14 CM X 8 CM X 190 C,45292,UND ,COP,143211,0,0,0,0,
1427,VIGAKVHIMP14080290                                ,VIGA KVH IMPREGNADA 14 CM X 8 CM X 290 C,45292,UND ,COP,223285,0,0,0,0,
1428,VIGAKVHIMP14080490                                ,VIGA KVH IMPREGNADA 14 CM X 8 CM X 490 C,45292,UND ,COP,396356,0,0,0,0,
1429,VIGAKVHIMP14080590                                ,VIGA KVH IMPREGNADA 14 CM X 8 CM X 590 C,45292,UND ,COP,477245,0,0,0,0,
1430,VIGAKVHIMP14080690                                ,VIGA KVH IMPREGNADA 14 CM X 8 CM X 690 C,45292,UND ,COP,558133,0,0,0,0,
1431,VIGAKVHIMP14081190                                ,VIGA KVH IMPREGNADA 14 CM X 8 CM X 1190 ,45292,UND ,COP,896953,0,0,0,0,
1432,VIGAKVHIMP18080190                                ,VIGA KVH IMPREGNADA 18 CM X 8 CM X 190 C,45292,UND ,COP,188088,0,0,0,0,
1433,VIGAKVHIMP18080390                                ,VIGA KVH IMPREGNADA 18 CM X 8 CM X 390 C,45292,UND ,COP,386075,0,0,0,0,
1434,VIGAKVHIMP18080590                                ,VIGA KVH IMPREGNADA 18 CM X 8 CM X 590 C,45292,UND ,COP,623747,0,0,0,0,
1435,VIGAKVHIMP20080600                                ,VIGA KVH IMPREGNADA 20 CM X 8 CM X 600 C,45292,UND ,COP,657269,0,0,0,0,
1436,VIGAKVHIMP20081190                                ,VIGA KVH IMPREGNADA 20 CM X 8 CM X 1190 ,45292,UND ,COP,1397849,0,0,0,0,
1437,VIGALAM12060190                                   ,VIGA LAMINADA 12 CM X 5.7 CM X 190 CM   ,45292,UND ,COP,106058,0,0,0,0,
1438,VIGALAM12060290                                   ,VIGA LAMINADA 12 CM X 5.7 CM X 290 CM   ,45292,UND ,COP,161877,0,0,0,0,
1439,VIGALAM12060390                                   ,VIGA LAMINADA 12 CM X 5.7 CM X 390 CM   ,45292,UND ,COP,217697,0,0,0,0,
1440,VIGALAM12060490                                   ,VIGA LAMINADA 12 CM X 5.7 CM X 490 CM   ,45292,UND ,COP,307007,0,0,0,0,
1441,VIGALAM12060590                                   ,VIGA LAMINADA 12 CM X 5.7 CM X 590 CM   ,45292,UND ,COP,329336,0,0,0,0,
1442,VIGALAM12061190                                   ,VIGA LAMINADA 12 CM X 5.7 CM X 1190 CM  ,45292,UND ,COP,664253,0,0,0,0,
1443,VIGALAM12080200                                   ,VIGA LAMINADA 12 CM X 8 CM X 200 CM     ,45292,UND ,COP,160056,0,0,0,0,
1444,VIGALAM12080300                                   ,VIGA LAMINADA 12 CM X 8 CM X 300 CM     ,45292,UND ,COP,103681,0,0,0,0,
1446,VIGALAM12080500                                   ,VIGA LAMINADA 12 CM X 8 CM X 500 CM     ,45292,UND ,COP,388801,0,0,0,0,
1447,VIGALAM12081190                                   ,VIGA LAMINADA 12 CM X 8 CM X 1190 CM    ,45292,UND ,COP,932285,0,0,0,0,
1448,VIGALAM1208190                                    ,VIGA LAMINADA 12 CM X 8 CM X 190 CM     ,45292,UND ,COP,152053,0,0,0,0,
1449,VIGALAM1208600                                    ,VIGA LAMINADA 12 CM X 8 CM X 600 CM     ,45292,UND ,COP,466560,0,0,0,0,
1450,VIGALAM1208800                                    ,VIGA LAMINADA 12 CM X 8 CM X 800 CM     ,45292,UND ,COP,626746,0,0,0,0,
1451,VIGALAM14080190                                   ,VIGA LAMINADA 14 CM X 8 CM X 190 CM     ,45292,UND ,COP,177395,0,0,0,0,
1452,VIGALAM16081190                                   ,VIGA LAMINADA 16 CM X 8 CM X 1190 CM    ,45292,UND ,COP,1243046,0,0,0,0,
1453,VIGALAM1608290                                    ,VIGA LAMINADA 16 CM X 8 CM X 290 CM     ,45292,UND ,COP,302928,0,0,0,0,
1454,VIGALAM1608390                                    ,VIGA LAMINADA 16 CM X 8 CM X 390 CM     ,45292,UND ,COP,407385,0,0,0,0,
